"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"1/07/2018","Pusateri Yonge St","PUSATERI'S YONGE ST. TORONTO","14.68","debit","Groceries","American Express Cobalt Card","",""
"1/07/2018","Longo's","LONGO'S # 24 TORONTO TORONTO","6.94","debit","Groceries","American Express Cobalt Card","",""
"1/07/2018","Eaton","UNIQLO EATON CENTRE #20 TORONTO","62.04","debit","Business Services","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"1/07/2018","Pilot Travel Center","PILOT UNION STATION 209 TORONTO","9.01","debit","Coffee Shops","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"1/07/2018","Nespresso Canada","NESPRESSO CANADA 855-325-5781","191.00","debit","Office Supplies","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"1/07/2018","Amazon","AMAZON.CA AMAZON.CA","33.05","debit","Shopping","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"1/07/2018","T & T Supermarket","T&T SUPERMARKET #016","72.46","debit","Groceries","CREDIT CARD","",""
"1/06/2018","Target","TARGET PARK GROUP INC, TORONTO","6.00","debit","Clothing","American Express Cobalt Card","",""
"1/06/2018","Soma Chocolate Ltd","SOMA CHOCOLATE KING STR TORONTO","3.40","debit","Business Services","American Express Cobalt Card","",""
"1/06/2018","Baro","BARO TORONTO","50.68","debit","Restaurants","American Express Cobalt Card","",""
"1/05/2018","Online Banking Transfer","Online Banking transfer to CHK 3897 Confirmation# 3214549971","3900.00","debit","Transfer","BofA Core Checking","",""
"1/05/2018","Send E Tfr","SEND E-TFR CA***U8P","200.00","debit","Babysitter & Daycare","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/05/2018","Send E Tfr","SEND E-TFR FEE","1.00","debit","Fees & Charges","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/05/2018","Longo's","LONGO'S # 24 TORONTO TORONTO","66.95","debit","Groceries","American Express Cobalt Card","",""
"1/05/2018","LCBO","LCBO/RAO #677 TORONTO TORONTO","15.95","debit","Alcohol & Bars","American Express Cobalt Card","",""
"1/05/2018","Received Thank You","PAYMENT RECEIVED - THANK YOU","10.00","credit","Credit Card Payment","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"1/05/2018","Pilot Travel Center","PILOT UNION STATION 209 TORONTO","3.68","debit","Coffee Shops","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"1/04/2018","Transfer from TOTAL CHECKING","AUTOPAY PAYMENT - THANK YOU 320180040429391850","133.99","credit","Credit Card Payment","Starwood Preferred Guest","",""
"1/04/2018","T-Mobile","TMOBILE*AUTO PAY 800-937-8997 WA1855916338 955669142 98006 320180040418491933","208.83","debit","Mobile Phone","Starwood Preferred Guest","",""
"1/04/2018","Transferwiseltd Des Gaviria","TransferwiseLtd DES:GAVIRIA JU ID: INDN:Juan Gaviria CO ID:XXXXX11702 PPD","3951.19","credit","Transfer","BofA Core Checking","",""
"1/04/2018","Toronto Hydro Electric","Toronto Hydro Electric System K7X2J4","70.00","debit","Utilities","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/04/2018","Transferwise Msp","TRANSFERWISE MSP","4999.00","debit","Transfer","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/04/2018","Transfer to Starwood Preferred Guest","AMERICAN EXPRESS ACH PMT    A9710           WEB ID: 9493560001","133.99","debit","Credit Card Payment","TOTAL CHECKING","",""
"1/04/2018","Subway","SUBWAY # 29372 TORONTO","2.81","debit","Fast Food","American Express Cobalt Card","",""
"1/04/2018","Tim Horton's","TIM HORTONS #2162# QT TORONTO","3.14","debit","Coffee Shops","American Express Cobalt Card","",""
"1/04/2018","Pilot Travel Center","PILOT UNION STATION 209 TORONTO","3.68","debit","Coffee Shops","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"1/04/2018","Presto","PRESTO TORONTO","146.25","debit","Public Transportation","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"1/03/2018","Transfer Td Unlimited","Transfer to TD UNLIMITED CHEQUING ACCOUNT 6328801 HQ155","5000.00","debit","Transfer","LINE OF CREDIT UNSECURED","",""
"1/03/2018","Subway","SUBWAY # 29372 TORONTO","2.70","debit","Fast Food","American Express Cobalt Card","",""
"1/03/2018","Longo's","LONGO'S # 24 TORONTO TORONTO","35.42","debit","Groceries","American Express Cobalt Card","",""
"1/03/2018","Pilot Travel Center","PILOT UNION STATION 209 TORONTO","4.23","debit","Coffee Shops","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"1/03/2018","Eurest","EUREST BOMBARDIERQP TORONTO","14.43","debit","Food & Dining","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"1/03/2018","ABM Onsite Bloc","ABM ONSITE THE BLOC 4066","35.00","debit","Parking","CREDIT CARD","",""
"1/03/2018","Airport","99009 - BUFFALO AIRPORT","54.38","debit","Travel","CREDIT CARD","",""
"1/03/2018","International Language Ac","INTERNATIONAL LANGUAGE AC","972.73","debit","Tuition","CREDIT CARD","",""
"1/03/2018","Gate","TAP AND POUR GATE B7","23.16","debit","Gas & Fuel","CREDIT CARD","",""
"1/03/2018","Lax Einstein Tem","LAX3 EINSTEIN TEM","12.21","debit","Fast Food","CREDIT CARD","",""
"1/03/2018","Fort Erie","THE BUFFALO AND FORT ERIE","3.80","debit","Travel","CREDIT CARD","",""
"1/03/2018","Transfer to TD MINIMUM CHEQUING ACCOUNT","Transfer to TD MINIMUM CHEQUING ACCOUNT 6328801 HQ155","5000.00","debit","Transfer","LINE OF CREDIT UNSECURED","",""
"1/03/2018","Transfer from LINE OF CREDIT UNSECURED","Transfer from LINE OF CREDIT UNSECURED 3258410 HQ155","5000.00","credit","Transfer","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/03/2018","Sun Life Ins","SUN LIFE INS","63.81","debit","Life Insurance","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/03/2018","Gateway","GATEWAY NEWSSTA","20.00","debit","Electronics & Software","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/03/2018","Agent Assisted Transfer","Agent Assisted transfer from SAV 0574 Confirmation# 6599074448","40.46","credit","Transfer","BofA Core Checking","",""
"1/03/2018","Online Banking Transfer","Online Banking transfer to CHK 3897 Confirmation# 6400409881","100.00","debit","Transfer","BofA Core Checking","",""
"1/02/2018","Longo's","LONGO'S # 24 TORONTO TORONTO","112.92","debit","Groceries","American Express Cobalt Card","",""
"1/02/2018","Kupfert Kim","KUPFERT & KIM TORONTO","32.65","debit","Restaurants","American Express Cobalt Card","",""
"1/02/2018","Presto","PRESTO TORONTO","156.25","debit","Public Transportation","American Express Cobalt Card","",""
"1/02/2018","Balzac's Coffee Ltd","BALZAC'S COFFEE - LIBRA TORONTO","3.94","debit","Fast Food","American Express Cobalt Card","",""
"1/02/2018","Rexall Pharmacy","REXALL PHARMACY #816 TORONTO","70.06","debit","Pharmacy","American Express Cobalt Card","",""
"1/02/2018","Wokcano Downtown La","WOKCANO DOWNTOWN LA","86.64","debit","Restaurants","CREDIT CARD","",""
"1/02/2018","Denny's","DENNY'S #2274 18007336","26.70","debit","Restaurants","CREDIT CARD","",""
"1/02/2018","Elara Hgv Food","ELARA HGV FOOD AND BEV","11.62","debit","Food & Dining","CREDIT CARD","",""
"1/02/2018","Transfer to CREDIT CARD","Payment to Chase card ending in5519 01/02","25.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"1/02/2018","Jamba Juice","JAMBA JUICE LAS VEGAS NV12/30","7.46","debit","Food & Dining","TOTAL CHECKING","",""
"1/02/2018","ATM Cash Deposit","ATM CASH DEPOSIT 01/01 8813 S SEPULVEDA BLVD LOS ANGELES CA","460.00","credit","Income","TOTAL CHECKING","",""
"1/02/2018","Arco","ARCO #42815 AMPM UPLAND CA12/31","14.50","debit","Gas & Fuel","TOTAL CHECKING","",""
"1/02/2018","Walgreens","WALGREENS STORE 3717 L LAS VEGASNV  815956  12/31","7.03","debit","Pharmacy","TOTAL CHECKING","",""
"1/02/2018","Elara Hgv Food","ELARA HGV FOOD AND BEV LAS VEGASNV          12/31","25.01","debit","Food & Dining","TOTAL CHECKING","",""
"1/02/2018","Cosmopolitan Front D","COSMOPOLITAN FRONT DLAS VEGAS NV2034714 702-698-7000 320180020389121692","49.68","debit","Vacation","Starwood Preferred Guest","",""
"1/02/2018","Sheraton","SHERATON DOWNTOWN LALOS ANGELES1183053 213-488-3500 320180020388038880","299.66","debit","Hotel","Starwood Preferred Guest","",""
"1/02/2018","Transfer from TD MINIMUM CHEQUING ACCOUNT","PYT FRM: 03616328801","174.46","credit","Credit Card Payment","LINE OF CREDIT UNSECURED","","Cad"
"1/02/2018","Send E Tfr","SEND E-TFR FEE","1.00","debit","Fees & Charges","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/02/2018","Loan","Loan payment to *319998201","797.84","debit","Financial","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/02/2018","Send E Tfr","SEND E-TFR CA***3Ah","3000.00","debit","Mortgage & Rent","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/02/2018","Transfer to LINE OF CREDIT UNSECURED","PYT TO: 03613258410","174.46","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/01/2018","Sugarcane Raw Bar","SUGARCANE RAW BAR GRILL","104.85","debit","Alcohol & Bars","CREDIT CARD","",""
"1/01/2018","Victoria's Secret","VICTORIA'S SECRET 1113","33.55","debit","Clothing","CREDIT CARD","",""
"1/01/2018","Cosmopolitan Momfuku","COSMOPOLITAN MOMFUKU","112.34","debit","Restaurants","CREDIT CARD","",""
"1/01/2018","Wynn Las Vegas","WYNN LAS VEGAS HOTEL","492.65","debit","Hotel","CREDIT CARD","",""
"1/01/2018","Carnevino","CARNEVINO","172.13","debit","Restaurants","CREDIT CARD","",""
"1/01/2018","Tao Restaurant","TAO LAS VEGAS RESTAURANT","127.71","debit","Restaurants","CREDIT CARD","",""
"1/01/2018","Walgreens","WALGREENS #13900","8.66","debit","Pharmacy","CREDIT CARD","",""
"1/01/2018","Cosmopolitan Vitals","COSMOPOLITAN VITALS","15.16","debit","Alcohol & Bars","CREDIT CARD","",""
"1/01/2018","Starbucks","STARBUCKS STORE 22826","21.16","debit","Coffee Shops","CREDIT CARD","",""
"1/01/2018","Starbucks","STARBUCKS CARD RELOA 800-782-7282","10.00","debit","Coffee Shops","American Express Cobalt Card","",""
"1/01/2018","Assurantrenters.com Insurance","AssurantRenters.Com 800-370-19936414196118 INSURANCE 320180010376543830","15.92","debit","Home Insurance","Starwood Preferred Guest","",""
"12/31/2017","Starbucks","STARBUCKS STORE 05524","3.45","debit","Coffee Shops","CREDIT CARD","",""
"12/31/2017","Coca Cola","COCA COLA LAS VEGAS","4.00","debit","Fast Food","CREDIT CARD","",""
"12/31/2017","Ugg","UGG","75.76","debit","Clothing","CREDIT CARD","",""
"12/31/2017","H&M","H&M0152","101.69","debit","Clothing","CREDIT CARD","",""
"12/31/2017","McDonald's","MCDONALD'S F25166","22.54","debit","Fast Food","CREDIT CARD","",""
"12/31/2017","CVS","CVS/PHARMACY #10472","5.39","debit","Pharmacy","CREDIT CARD","",""
"12/31/2017","Zara","ZARA USA 3303","24.89","debit","Clothing","CREDIT CARD","",""
"12/31/2017","Sw Steakhouse Rest","SW STEAKHOUSE REST/BAR","230.64","debit","Restaurants","CREDIT CARD","",""
"12/31/2017","McDonald's","MCDONALD'S F25166","1.93","debit","Fast Food","CREDIT CARD","",""
"12/31/2017","Topshop Topman T","TOPSHOP TOPMAN - T","27.06","debit","Clothing","CREDIT CARD","",""
"12/31/2017","Great Wraps","GREAT WRAPS","16.68","debit","Fast Food","CREDIT CARD","",""
"12/31/2017","GUESS","GUESS # 7131","64.94","debit","Clothing","CREDIT CARD","",""
"12/31/2017","Buffet","THE BUFFET","97.40","debit","Restaurants","CREDIT CARD","",""
"12/31/2017","Buffet","THE BUFFET","7.04","debit","Restaurants","CREDIT CARD","",""
"12/31/2017","Transfer from TOTAL CHECKING","Payment Thank You-Mobile","25.00","credit","Credit Card Payment","CREDIT CARD","",""
"12/31/2017","iTunes","WWW.ITUNES.COM/BILL CUPERTINO CAMLWYKQM9BJA DIRECT MKTG INTERNET 320173650362659677","10.78","debit","Music","Starwood Preferred Guest","",""
"12/31/2017","Starbucks","STARBUCKS CARD RELOA 800-782-7282","10.00","debit","Coffee Shops","American Express Cobalt Card","",""
"12/30/2017","Wynn Las Vegas","WYNN LAS VEGAS HOTEL(702)770-25271428 WYNNLASVEGAS.COM 320173640356176191","366.22","credit","Hotel","Starwood Preferred Guest","",""
"12/30/2017","Wynn Las Vegas","WYNN LAS VEGAS HOTEL(702)770-25271414 WYNNLASVEGAS.COM 320173640353187571","366.22","debit","Hotel","Starwood Preferred Guest","",""
"12/30/2017","Wynn Las Vegas","WYNN LAS VEGAS HOTEL(702)770-25271428 WYNNLASVEGAS.COM 320173640356176192","161.00","credit","Hotel","Starwood Preferred Guest","",""
"12/29/2017","Fall Brewing","FALL BREWING COMPANY","16.00","debit","Alcohol & Bars","CREDIT CARD","",""
"12/29/2017","Tst California Kebab","TST* CALIFORNIA KEBAB PB","25.01","debit","Fast Food","CREDIT CARD","",""
"12/29/2017","Kate Spade","KATE SPADE OUTLET 1815 LAS VEGASNV  417632  12/29","21.65","debit","Clothing","TOTAL CHECKING","",""
"12/29/2017","Transfer to CHASE SAVINGS","Online Transfer to  SAV ...1816transaction#: 6709687024","25.00","debit","Transfer","TOTAL CHECKING","",""
"12/29/2017","Transfer from TOTAL CHECKING","Online Transfer from  CHK ...0122 transaction#: 6709687024","25.00","credit","Transfer","CHASE SAVINGS","",""
"12/29/2017","ATM Fee","VC000472000000 12/29 #000039660 WITHDRWL Cardtronics CCSP LAS VEGAS NV","3.00","debit","ATM Fee","BofA Core Checking","",""
"12/29/2017","Vc Withdrwl Cardtronics","VC000472000000 12/29 #000039660 WITHDRWL Cardtronics CCSP LAS VEGAS NV","300.00","debit","Cash & ATM","BofA Core Checking","",""
"12/29/2017","Transfer from Regular Savings","Online Banking transfer from SAV 0574 Confirmation# 5459759452","100.00","credit","Transfer","BofA Core Checking","",""
"12/29/2017","Transfer from Regular Savings","Online Banking transfer from SAV 0574 Confirmation# 7559751823","200.00","credit","Transfer","BofA Core Checking","",""
"12/29/2017","Vc Withdrwl Cardtronics","VC000472000000 12/29 #000039660 WITHDRWL Cardtronics CCSP LAS VEGAS NV FEE","2.50","debit","Cash & ATM","BofA Core Checking","",""
"12/29/2017","Transfer to eBanking","Online Banking transfer to CHK 3919 Confirmation# 5459759452","100.00","debit","Transfer","Regular Savings","",""
"12/29/2017","Transfer to eBanking","Online Banking transfer to CHK 3919 Confirmation# 7559751823","200.00","debit","Transfer","Regular Savings","",""
"12/29/2017","Interest","INTEREST","173.89","debit","Loan Interest","LINE OF CREDIT UNSECURED","",""
"12/29/2017","Monthly Account Fee","MONTHLY ACCOUNT FEE","3.95","debit","Bank Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/29/2017","Overdraft Fee","OVERDRAFT INTEREST","0.04","debit","Bank Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/29/2017","Other Bank Fees","OTHER BANK FEES","2.00","debit","Bank Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/29/2017","Withdrawal Fees","WITHDRAWAL FEES","2.50","debit","Bank Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/29/2017","Monthly Plan Fee","MONTHLY PLAN FEE","5.00","debit","Fees & Charges","TD BASIC BUSINESS PLAN","",""
"12/29/2017","Starbucks","STARBUCKS CARD RELOA 800-782-7282","10.00","debit","Coffee Shops","American Express Cobalt Card","",""
"12/28/2017","ATM Fee","NON-CHASE ATM WITHDRAW831939  12/283339 S LA","3.00","debit","ATM Fee","TOTAL CHECKING","",""
"12/28/2017","ATM Withdrawal","NON-CHASE ATM WITHDRAW831939  12/283339 S LA","200.00","debit","Cash & ATM","TOTAL CHECKING","",""
"12/28/2017","Figaro Dessert Cafe","SQ *FIGARO DESSERT CAFE","15.24","debit","Restaurants","CREDIT CARD","",""
"12/28/2017","Breakfast Re Np","BREAKFAST REPUBLIC NP","39.14","debit","Restaurants","CREDIT CARD","",""
"12/28/2017","ATM Fee","NON-CHASE ATM FEE-WITH","2.50","debit","ATM Fee","TOTAL CHECKING","",""
"12/28/2017","Southwest Airlines","Southwest Airlines DALLAS TX7900223120 (214) 792 - 4223 320173620314952746","15.00","debit","Air Travel","Starwood Preferred Guest","",""
"12/28/2017","Southwest Airlines","Southwest Airlines DALLAS TX7900223120 (214) 792 - 4223 320173620314944375","15.00","debit","Air Travel","Starwood Preferred Guest","",""
"12/27/2017","Toyota","TOYOTA FINANCIAL RETAIL_PAY 41350383112817  WEB ID: 1953775816","336.60","debit","Auto Payment","TOTAL CHECKING","",""
"12/27/2017","American Express","American Express BPY","3376.10","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/27/2017","Transfer from TD BASIC BUSINESS PLAN","Transfer from TD BASIC BUSINESS PLAN 5013376 LW150","6000.00","credit","Transfer","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/27/2017","Tdm Cbp","TDM CBP","3164.00","credit","Income","TD BASIC BUSINESS PLAN","",""
"12/27/2017","Tdm Cbp","TDM CBP","3164.00","credit","Income","TD BASIC BUSINESS PLAN","",""
"12/27/2017","Transfer to TD MINIMUM CHEQUING ACCOUNT","Transfer to TD MINIMUM CHEQUING ACCOUNT 6328801 LW150","6000.00","debit","Transfer","TD BASIC BUSINESS PLAN","",""
"12/27/2017","Tabo Sushi Caterer","6901123 - TABO SUSHICHICAGO ILCATERER 320173610309410787","20.60","debit","Restaurants","Starwood Preferred Guest","",""
"12/27/2017","Aplpay Buffalo Niaga","AplPay BUFFALO/NIAGACHEEKTOWAGA514 0D3F6FB9-0D1E-4A514225 320173610305313455","11.86","debit","Alcohol & Bars","Starwood Preferred Guest","",""
"12/27/2017","Buffalo Niagara Airp","BUFFALO/NIAGARA AIRPCHEEKTOWAGA63842 716-633-0382 320173610307201023","39.44","debit","Restaurants","Starwood Preferred Guest","",""
"12/27/2017","Www Purevpn.com Causeway","WWW.PUREVPN.COM CAUSEWAY BAY HKRE_1BDKKFAX +85239882288 320173610310342930","9.94","credit","Credit Card Payment","Starwood Preferred Guest","",""
"12/26/2017","Online Banking Transfer","Online Banking transfer to CHK 3897 Confirmation# 7512421038","50.00","debit","Transfer","BofA Core Checking","",""
"12/26/2017","Danish Pastry House","THE DANISH PASTRY HOUSE ETOBICOKE","2.83","debit","Restaurants","American Express Cobalt Card","",""
"12/26/2017","Esso","ESSO-LAKE SHORE&CARLAW TORONTO","64.47","debit","Gas & Fuel","American Express Cobalt Card","",""
"12/26/2017","Pusateri Sherway","PUSATERI'S - SHERWAY TORONTO","7.35","debit","Groceries","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"12/26/2017","Pusateri Sherway","PUSATERI'S - SHERWAY TORONTO","16.09","debit","Groceries","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"12/26/2017","Pusateri Sherway","PUSATERI'S - SHERWAY TORONTO","8.46","debit","Groceries","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"12/26/2017","Lululemon","LULULEMON #00262 ETOBICOKE","280.24","debit","Clothing","Starwood Preferred Guest®* Business Credit Card from American Express","",""
"12/26/2017","Uber.com","UBER HELP.UBER.COM CA1K9DY1SD 8005928996 320173600293072195","6.22","credit","Rental Car & Taxi","Green Card","",""
"12/26/2017","Uber.com","UBER *EATS 6VATA HELP.UBER.COM0F0FGK78 HELP.UBER.COM 320173600295515295","21.33","debit","Rental Car & Taxi","Green Card","",""
